Chromosome,Arm,Band,Abnormality,CaseCount,Type,Morph_code
1,q,11,add,2,unbalanced,3111
1,q,11,add,2,unbalanced,1926
1,q,11,add,2,unbalanced,1908
1,q,11,add,2,unbalanced,5104
1,p,11,add,3,unbalanced,3104
1,p,11,add,2,unbalanced,3103
1,p,11,add,2,unbalanced,3102
1,q,10,i,4,unbalanced,8710
1,q,10,i,2,unbalanced,8622
1,q,10,i,4,unbalanced,8531
1,q,10,i,2,unbalanced,8522
1,q,10,i,2,unbalanced,8516
1,q,10,i,3,unbalanced,8322
1,q,10,i,2,unbalanced,6011
1,q,10,i,9,unbalanced,6011
1,q,10,i,4,unbalanced,6011
1,q,10,i,2,unbalanced,5230
1,q,10,i,3,unbalanced,5213
1,q,10,i,5,unbalanced,5211
1,q,10,i,2,unbalanced,5199
1,q,10,i,2,unbalanced,8740
1,q,10,i,3,unbalanced,5109
1,q,10,i,3,unbalanced,3905
1,q,10,i,2,unbalanced,3903
1,q,10,i,2,unbalanced,3903
1,q,10,i,2,unbalanced,3902
1,q,10,i,2,unbalanced,3199
1,q,10,i,6,unbalanced,3141
1,q,10,i,30,unbalanced,3135
1,q,10,i,3,unbalanced,3131
1,q,10,i,2,unbalanced,3125
1,q,10,i,2,unbalanced,3121
1,q,10,i,7,unbalanced,3121
1,q,10,i,4,unbalanced,3121
1,q,10,i,4,unbalanced,3121
1,q,10,i,5,unbalanced,5104
1,q,10,i,8,unbalanced,8740
1,q,10,i,4,unbalanced,8740
1,q,10,i,6,unbalanced,8743
1,p,11,add,2,unbalanced,1926
1,p,11,add,4,unbalanced,1906
1,p,11,add,2,unbalanced,1822
1,p,11,add,8,unbalanced,1820
1,p,11,add,8,unbalanced,1810
1,p,11,add,5,unbalanced,1801
1,p,11,add,3,unbalanced,1708
1,p,11,add,30,unbalanced,1702
1,p,11,add,10,unbalanced,1602
1,p,11,add,2,unbalanced,1509
1,p,11,add,5,unbalanced,1501
1,p,11,add,2,unbalanced,1108
1,p,11,add,2,unbalanced,1104
1,p,11,add,4,unbalanced,1101
1,p,11,t,2,balanced,1702
1,q,11,t,2,balanced,1602
1,p,11,t,2,balanced,1922
1,p,11,t,4,balanced,1702
1,p,11,t,2,balanced,8804
1,p,11,t,2,balanced,1505
1,p,11,t,2,balanced,1107
1,p,11,t,2,balanced,1101
1,q,11,t,2,balanced,6011
1,q,11,dup,3,unbalanced,1702
1,q,11,dup,4,unbalanced,1202
1,q,10,ider,2,unbalanced,1702
1,p,10,ider,2,unbalanced,1602
1,q,10,i,6,unbalanced,8813
1,q,10,i,4,unbalanced,8804
1,p,11,del,3,unbalanced,3111
1,q,10,i,3,unbalanced,3121
1,p,11,del,2,unbalanced,3111
1,p,11,del,2,unbalanced,3119
1,q,11,der,7,unbalanced,1702
1,q,11,der,2,unbalanced,1108
1,q,11,der,2,unbalanced,1702
1,q,11,der,2,unbalanced,1602
1,q,11,der,6,unbalanced,1702
1,q,11,der,2,unbalanced,1702
1,q,11,der,5,unbalanced,8804
1,q,11,der,2,unbalanced,6011
1,q,11,der,2,unbalanced,3031
1,q,11,der,2,unbalanced,1702
1,q,11,der,2,unbalanced,1702
1,q,11,der,3,unbalanced,1702
1,q,11,der,2,unbalanced,1602
1,q,11,der,2,unbalanced,6011
1,p,11,der,6,unbalanced,8804
1,p,11,der,4,unbalanced,1202
1,p,11,der,3,unbalanced,8034
1,p,11,der,2,unbalanced,1702
1,p,11,der,2,unbalanced,8804
1,p,11,der,3,unbalanced,3903
1,p,11,der,3,unbalanced,8034
1,p,11,der,2,unbalanced,8804
1,p,11,der,2,unbalanced,1702
1,p,11,der,2,unbalanced,1519
1,p,11,der,5,unbalanced,1509
1,p,11,der,3,unbalanced,1507
1,p,11,der,15,unbalanced,1505
1,p,11,der,17,unbalanced,1501
1,q,11,der,2,unbalanced,1702
1,p,11,der,2,unbalanced,1404
1,q,11,der,2,unbalanced,1402
1,q,11,der,2,unbalanced,1702
1,p,11,dup,2,unbalanced,5104
1,p,11,dic,2,unbalanced,1509
1,p,11,dic,3,unbalanced,1505
1,p,11,dic,3,unbalanced,1501
1,q,11,der,4,unbalanced,1702
1,q,11,der,4,unbalanced,1602
1,q,11,der,5,unbalanced,1702
1,q,11,der,2,unbalanced,1602
1,q,11,der,2,unbalanced,1702
1,q,11,der,2,unbalanced,1602
1,q,11,der,6,unbalanced,1702
1,q,11,der,2,unbalanced,1702
1,q,11,der,2,unbalanced,8804
1,q,11,der,2,unbalanced,1702
1,q,11,der,3,unbalanced,1702
1,q,11,der,2,unbalanced,1112
1,q,11,der,2,unbalanced,1702
1,q,11,der,3,unbalanced,1702
1,q,11,der,3,unbalanced,1602
1,p,11,der,2,unbalanced,1202
1,q,11,der,2,unbalanced,1702
1,q,11,der,2,unbalanced,8740
1,q,11,der,2,unbalanced,1702
1,q,11,der,4,unbalanced,1702
1,q,11,der,2,unbalanced,6011
1,q,11,der,2,unbalanced,1810
1,q,11,der,4,unbalanced,1602
1,q,11,der,2,unbalanced,1505
1,q,11,der,2,unbalanced,1602
1,p,11,der,5,unbalanced,1403
1,p,11,der,3,unbalanced,1402
1,p,11,der,2,unbalanced,1401
1,q,11,del,7,unbalanced,1820
1,q,11,del,2,unbalanced,1810
1,q,11,del,8,unbalanced,1702
1,q,11,del,5,unbalanced,1602
1,q,11,del,2,unbalanced,1509
1,q,11,del,3,unbalanced,1202
1,q,11,del,2,unbalanced,1112
1,q,11,del,2,unbalanced,1104
1,q,11,del,4,unbalanced,1101
1,p,11,del,2,unbalanced,1702
1,p,11,del,3,unbalanced,1702
1,p,11,del,2,unbalanced,1702
1,p,11,del,2,unbalanced,1808
1,q,11,del,4,unbalanced,1822
1,p,11,del,12,unbalanced,1702
1,p,11,del,15,unbalanced,1702
1,p,11,del,3,unbalanced,1702
1,p,11,del,2,unbalanced,8816
1,p,11,del,2,unbalanced,8804
1,p,11,del,2,unbalanced,8710
1,p,11,del,2,unbalanced,8541
1,p,11,del,3,unbalanced,8310
1,p,11,del,2,unbalanced,8137
1,p,11,del,3,unbalanced,6011
1,p,11,del,3,unbalanced,5104
1,p,11,del,3,unbalanced,3903
1,p,11,del,3,unbalanced,3902
1,p,11,del,3,unbalanced,3131
1,p,11,del,2,unbalanced,1808
1,q,11,del,2,unbalanced,1906
1,q,11,del,2,unbalanced,3107
1,q,11,del,2,unbalanced,3111
1,p,11,der,3,unbalanced,1302
1,p,11,der,7,unbalanced,1107
1,p,11,der,3,unbalanced,1104
1,p,11,der,3,unbalanced,1103
1,p,11,der,8,unbalanced,1101
1,p,11,der,2,unbalanced,3107
1,q,11,der,2,unbalanced,3135
1,q,11,der,5,unbalanced,1810
1,q,11,del,2,unbalanced,8813
1,q,11,del,2,unbalanced,8810
1,q,11,del,2,unbalanced,8804
1,q,11,del,12,unbalanced,8710
1,q,11,del,13,unbalanced,8541
1,q,11,del,8,unbalanced,8310
1,q,11,del,2,unbalanced,8307
1,q,11,del,4,unbalanced,8137
1,q,11,del,3,unbalanced,6011
1,q,11,del,3,unbalanced,5104
1,q,11,del,2,unbalanced,3903
1,q,11,del,2,unbalanced,3121
1,q,11,del,3,unbalanced,3121
1,q,11,del,2,unbalanced,3121
1,q,11,del,2,unbalanced,3121
1,q,11,del,3,unbalanced,3121
1,q,11,del,3,unbalanced,3111
1,q,11,del,12,unbalanced,3111
1,q,11,del,3,unbalanced,3111
1,q,11,del,6,unbalanced,3111
1,q,11,del,3,unbalanced,3111
1,p,11,del,3,unbalanced,3111
1,q,10,i,2,unbalanced,3121
1,q,11,dup,2,unbalanced,1702
1,p,10,i,2,unbalanced,8710
1,q,10,der,18,unbalanced,1509
1,q,10,der,3,unbalanced,1515
1,q,10,der,4,unbalanced,1519
1,q,10,der,4,unbalanced,1521
1,q,10,der,2,unbalanced,1602
1,q,10,der,7,unbalanced,1702
1,q,10,der,2,unbalanced,1810
1,q,10,der,2,unbalanced,1822
1,q,10,der,2,unbalanced,9029
1,q,10,der,2,unbalanced,1113
1,q,10,der,2,unbalanced,1702
1,q,10,der,6,unbalanced,1702
1,q,10,der,2,unbalanced,1708
1,q,10,der,4,unbalanced,6011
1,q,10,der,2,unbalanced,1101
1,q,10,der,2,unbalanced,1112
1,q,10,der,4,unbalanced,1402
1,q,10,der,3,unbalanced,1602
1,q,10,der,4,unbalanced,1702
1,q,10,der,4,unbalanced,1702
1,q,10,der,2,unbalanced,8622
1,p,10,der,2,unbalanced,1702
1,q,10,der,2,unbalanced,8804
1,q,10,der,2,unbalanced,1602
1,q,10,der,2,unbalanced,1101
1,q,10,der,89,unbalanced,1505
1,q,10,der,5,unbalanced,1702
1,q,10,der,39,unbalanced,1501
1,q,10,der,6,unbalanced,1403
1,q,10,der,2,unbalanced,3111
1,q,10,der,2,unbalanced,3121
1,q,10,der,2,unbalanced,1101
1,q,10,der,3,unbalanced,1702
1,q,10,der,2,unbalanced,1101
1,q,10,der,3,unbalanced,1702
1,p,10,der,3,unbalanced,1702
1,p,10,der,2,unbalanced,3111
1,p,10,der,2,unbalanced,3111
1,q,10,der,2,unbalanced,1602
1,q,10,der,7,unbalanced,1702
1,p,10,der,3,unbalanced,1101
1,p,10,der,2,unbalanced,1702
1,p,10,der,2,unbalanced,3111
1,p,10,der,2,unbalanced,3121
1,q,10,der,36,unbalanced,1101
1,q,10,der,6,unbalanced,1102
1,q,10,der,8,unbalanced,1103
1,q,10,der,12,unbalanced,1104
1,q,10,der,5,unbalanced,1107
1,q,10,der,4,unbalanced,1112
1,q,10,der,6,unbalanced,1113
1,q,10,der,5,unbalanced,1302
1,q,10,der,3,unbalanced,1401
1,q,10,der,3,unbalanced,1402
1,q,10,der,7,unbalanced,1404
1,q,10,der,2,unbalanced,1810
1,q,10,der,2,unbalanced,1820
1,q,10,der,2,unbalanced,3111
1,q,10,der,2,unbalanced,1708
1,q,10,der,2,unbalanced,1801
1,q,10,der,2,unbalanced,1702
1,p,10,der,2,unbalanced,1101
1,q,10,der,3,unbalanced,1101
1,q,10,der,22,unbalanced,1702
1,q,10,der,2,unbalanced,2430
1,q,10,der,5,unbalanced,5107
1,q,10,der,2,unbalanced,1501
1,q,10,der,3,unbalanced,1702
1,q,10,der,2,unbalanced,1101
1,q,10,der,2,unbalanced,1108
1,q,10,der,9,unbalanced,1702
1,q,10,der,4,unbalanced,3111
1,q,10,der,4,unbalanced,1101
1,q,10,der,7,unbalanced,1702
1,q,10,der,2,unbalanced,3111
1,p,10,i,2,unbalanced,1820
1,p,10,i,2,unbalanced,3111
1,p,10,i,3,unbalanced,3111
1,p,10,i,2,unbalanced,3111
1,p,10,i,2,unbalanced,3121
1,p,10,i,2,unbalanced,8541
1,p,10,i,3,unbalanced,8541
1,q,10,i,8,unbalanced,1101
1,q,10,der,5,unbalanced,1702
1,q,10,der,3,unbalanced,3111
1,q,10,der,9,unbalanced,1702
1,q,10,der,2,unbalanced,8040
1,q,10,der,2,unbalanced,1101
1,q,10,der,2,unbalanced,1501
1,q,10,der,4,unbalanced,1602
1,q,10,der,2,unbalanced,1702
1,p,10,der,2,unbalanced,3121
1,p,10,der,3,unbalanced,3135
1,q,10,der,2,unbalanced,1402
1,q,10,der,2,unbalanced,1702
1,q,10,der,2,unbalanced,1101
1,q,10,der,4,unbalanced,1402
1,q,10,der,6,unbalanced,1602
1,q,10,der,12,unbalanced,1702
1,q,10,der,2,unbalanced,1702
1,q,10,der,2,unbalanced,1801
1,q,10,der,2,unbalanced,3111
1,p,10,der,2,unbalanced,1702
1,p,10,der,3,unbalanced,1702
1,q,10,der,7,unbalanced,1101
1,q,10,der,2,unbalanced,1602
1,q,10,der,53,unbalanced,1702
1,q,10,der,4,unbalanced,1708
1,q,10,der,4,unbalanced,3102
1,q,10,der,54,unbalanced,3111
1,q,10,der,3,unbalanced,3111
1,q,10,i,3,unbalanced,1104
1,q,10,der,2,unbalanced,8034
1,q,10,der,2,unbalanced,1810
1,q,10,der,2,unbalanced,8804
1,q,10,der,2,unbalanced,1403
1,q,10,i,34,unbalanced,1820
1,q,10,i,3,unbalanced,3104
1,q,11,dup,2,unbalanced,1101
1,q,10,i,2,unbalanced,1109
1,q,10,i,3,unbalanced,1110
1,q,10,i,3,unbalanced,1113
1,q,10,i,3,unbalanced,1501
1,q,10,i,2,unbalanced,1509
1,q,10,i,2,unbalanced,1515
1,q,10,i,28,unbalanced,1602
1,q,10,i,59,unbalanced,1702
1,q,10,i,2,unbalanced,1708
1,q,10,i,14,unbalanced,1801
1,q,11,dup,2,unbalanced,1702
1,q,10,i,6,unbalanced,1802
1,q,10,i,8,unbalanced,1108
1,q,10,i,20,unbalanced,1822
1,q,10,i,3,unbalanced,1901
1,q,10,i,3,unbalanced,1908
1,q,10,i,2,unbalanced,1912
1,q,10,i,9,unbalanced,1922
1,q,10,i,11,unbalanced,2002
1,q,10,i,5,unbalanced,2003
1,q,10,i,4,unbalanced,2005
1,q,10,i,4,unbalanced,3003
1,q,10,i,4,unbalanced,3055
1,q,10,i,2,unbalanced,3102
1,q,10,i,19,unbalanced,1810
1,q,10,i,7,unbalanced,3102
1,q,10,i,2,unbalanced,3105
1,q,10,i,2,unbalanced,3111
1,q,10,i,12,unbalanced,3111
1,q,10,i,2,unbalanced,3111
1,q,10,i,14,unbalanced,3111
1,q,10,i,14,unbalanced,3111
1,q,10,i,6,unbalanced,3102
1,q,10,i,25,unbalanced,3111
1,q,10,i,13,unbalanced,3111
1,q,10,i,12,unbalanced,3111
1,q,10,i,58,unbalanced,3111
2,p,21,del,3,unbalanced,1202
2,p,21,del,7,unbalanced,1602
2,p,21,del,3,unbalanced,1801
2,p,21,del,2,unbalanced,1802
2,p,21,del,2,unbalanced,1810
2,p,21,del,3,unbalanced,1820
2,p,21,del,4,unbalanced,1906
2,p,21,del,2,unbalanced,3111
2,p,21,del,3,unbalanced,3111
2,p,21,del,2,unbalanced,5213
2,p,21,del,2,unbalanced,6011
2,p,21,del,2,unbalanced,1602
2,q,21,del,3,unbalanced,1818
2,q,21,del,3,unbalanced,1802
2,q,21,del,2,unbalanced,1103
2,q,21,del,3,unbalanced,1702
2,q,21,del,2,unbalanced,1810
2,p,21,del,5,unbalanced,3111
2,p,21,del,2,unbalanced,1101
2,p,23,add,3,unbalanced,5104
2,p,25,der,3,unbalanced,1113
2,q,21,del,2,unbalanced,1926
2,p,25,inv,2,balanced,1602
2,p,25,t,2,balanced,1602
2,p,25,add,7,unbalanced,1101
2,p,25,add,3,unbalanced,1602
2,p,25,add,11,unbalanced,1702
2,p,25,add,5,unbalanced,1801
2,p,25,add,6,unbalanced,1802
2,p,25,add,6,unbalanced,1808
2,p,25,add,10,unbalanced,1810
2,p,25,add,10,unbalanced,1820
2,p,25,add,3,unbalanced,1822
2,p,25,add,2,unbalanced,1910
2,q,21,del,2,unbalanced,1820
2,p,25,add,4,unbalanced,1926
2,p,25,add,6,unbalanced,2005
2,p,25,add,2,unbalanced,3111
2,p,25,add,4,unbalanced,3111
2,p,25,add,4,unbalanced,3111
2,p,25,add,4,unbalanced,3111
2,p,25,add,3,unbalanced,3135
2,p,25,add,2,unbalanced,3903
2,p,25,add,3,unbalanced,5104
2,p,25,add,3,unbalanced,8710
2,p,25,del,2,unbalanced,1702
2,p,25,del,2,unbalanced,1602
2,p,25,der,3,unbalanced,1702
2,p,25,der,3,unbalanced,1810
2,p,25,add,2,unbalanced,2003
2,p,21,del,3,unbalanced,1104
2,q,21,t,2,balanced,1103
2,q,21,add,4,unbalanced,1820
2,p,21,t,2,balanced,1103
2,p,21,t,3,balanced,1102
2,p,21,t,10,balanced,1101
2,q,21,t,2,balanced,1203
2,p,21,t,3,balanced,1203
2,q,21,t,3,balanced,1602
2,p,21,t,2,balanced,1602
2,p,21,t,2,balanced,1113
2,p,21,t,2,balanced,1602
2,p,21,t,2,balanced,1602
2,q,21,t,2,balanced,1820
2,q,21,t,5,balanced,1810
2,q,21,t,2,balanced,1801
2,p,21,t,2,balanced,1101
2,p,21,t,3,balanced,1104
2,p,21,t,2,balanced,1101
2,p,21,t,9,balanced,1101
2,p,21,t,3,balanced,1101
2,p,21,t,2,balanced,1602
2,q,21,t,2,balanced,3121
2,q,21,inv,2,balanced,1602
2,p,16,dup,2,unbalanced,1820
2,p,16,del,2,unbalanced,3111
2,p,21,t,3,balanced,1104
2,p,21,t,4,balanced,1107
2,p,21,t,4,balanced,1501
2,p,21,t,6,balanced,1505
2,q,21,add,2,unbalanced,1602
2,q,21,add,2,unbalanced,1521
2,q,21,add,5,unbalanced,1101
2,p,21,add,2,unbalanced,3121
2,p,21,add,2,unbalanced,3121
2,p,21,add,6,unbalanced,1820
2,p,21,add,3,unbalanced,1810
2,p,21,add,2,unbalanced,1702
2,p,21,add,4,unbalanced,1602
2,p,21,add,2,unbalanced,1501
2,p,21,add,2,unbalanced,1112
2,p,21,del,4,unbalanced,1101
2,p,21,add,5,unbalanced,1101
2,p,21,t,2,balanced,1802
2,q,21,t,3,balanced,1820
2,q,21,t,3,balanced,1602
2,q,21,del,2,unbalanced,3111
2,q,21,t,2,balanced,3135
2,p,21,t,2,balanced,1602
2,p,21,t,2,balanced,1101
2,p,21,t,2,balanced,1602
2,p,21,t,2,balanced,1521
2,p,21,t,3,balanced,1515
2,p,21,t,2,balanced,1509
2,q,21,t,2,balanced,3003
2,q,21,del,2,unbalanced,5104
2,p,22,del,4,unbalanced,1602
2,q,21,del,3,unbalanced,1820
2,p,23,del,2,unbalanced,1112
2,p,23,del,2,unbalanced,1202
2,p,23,del,2,unbalanced,1501
2,p,23,del,2,unbalanced,1509
2,p,16,del,2,unbalanced,8541
2,p,23,del,7,unbalanced,1602
2,p,23,del,4,unbalanced,1702
2,p,23,del,3,unbalanced,1808
2,p,23,del,3,unbalanced,1810
2,p,23,del,8,unbalanced,1820
2,p,23,del,2,unbalanced,1908
2,p,23,del,4,unbalanced,3111
2,p,23,del,3,unbalanced,3111
2,p,23,del,3,unbalanced,3111
2,p,23,del,2,unbalanced,5104
2,p,23,del,2,unbalanced,1602
2,p,23,del,2,unbalanced,1602
2,p,23,del,2,unbalanced,1101
2,q,23,del,2,unbalanced,1810
2,q,23,del,2,unbalanced,1820
2,q,23,del,2,unbalanced,1501
2,p,23,der,2,unbalanced,1802
2,p,23,der,2,unbalanced,1602
2,p,23,del,2,unbalanced,1109
2,p,23,del,2,unbalanced,1104
2,p,23,del,2,unbalanced,1103
2,p,23,del,6,unbalanced,1101
2,p,23,add,2,unbalanced,3903
2,p,23,add,2,unbalanced,3111
2,p,23,add,2,unbalanced,1922
2,p,23,add,2,unbalanced,1906
2,p,23,add,11,unbalanced,1820
2,p,23,add,3,unbalanced,1810
2,p,23,add,4,unbalanced,1808
2,p,23,add,5,unbalanced,1802
2,p,23,add,3,unbalanced,1801
2,p,23,add,4,unbalanced,1702
2,p,23,add,4,unbalanced,1501
2,p,23,der,2,unbalanced,1820
2,p,23,add,3,unbalanced,1112
2,p,23,add,8,unbalanced,1101
2,p,23,t,2,balanced,1802
2,p,23,t,2,balanced,1203
2,p,23,t,2,balanced,3003
2,p,23,t,70,balanced,1922
2,p,23,t,2,balanced,1908
2,p,23,t,7,balanced,1901
2,p,23,add,2,unbalanced,8804
2,q,23,add,2,unbalanced,1101
2,q,23,add,2,unbalanced,1702
2,q,23,add,2,unbalanced,1820
2,p,23,add,3,unbalanced,1107
2,q,21,del,2,unbalanced,1602
2,p,23,der,2,unbalanced,1820
2,p,24,t,4,balanced,8304
2,q,22,del,2,unbalanced,1820
2,q,22,del,3,unbalanced,1810
2,q,22,del,3,unbalanced,1820
2,p,22,del,2,unbalanced,3111
2,p,22,del,2,unbalanced,8304
2,p,23,add,2,unbalanced,5213
2,q,22,add,2,unbalanced,1702
2,p,22,add,2,unbalanced,1602
2,p,22,add,2,unbalanced,1101
2,p,22,t,2,balanced,1802
2,q,22,t,2,balanced,1810
2,p,22,t,2,balanced,1104
2,p,22,t,2,balanced,1509
2,p,22,t,2,balanced,1107
2,p,22,t,3,balanced,1104
2,p,22,t,4,balanced,1101
2,q,37,dup,2,unbalanced,1602
2,p,24,der,2,unbalanced,1810
2,p,21,dup,2,unbalanced,1820
2,p,21,dup,2,unbalanced,1820
2,p,21,der,2,unbalanced,3003
2,p,21,der,2,unbalanced,1808
2,p,21,der,2,unbalanced,3003
2,p,23,inv,2,balanced,5213
2,p,23,inv,2,balanced,3111
2,p,23,inv,3,balanced,1101
2,p,23,inv,2,balanced,1107
2,q,24,t,2,balanced,1802
2,p,24,add,2,unbalanced,1801
2,p,24,add,3,unbalanced,1802
2,p,24,add,2,unbalanced,1840
2,p,24,add,2,unbalanced,3111
2,q,24,add,3,unbalanced,1602
2,p,24,del,2,unbalanced,1802
2,p,24,del,2,unbalanced,1820
2,p,24,del,2,unbalanced,1822
2,q,24,del,3,unbalanced,1810
2,q,24,del,2,unbalanced,1820
2,p,23,ider,3,unbalanced,1922
2,p,24,der,2,unbalanced,1802
2,p,23,t,6,balanced,1801
2,p,23,t,2,balanced,1104
2,p,23,t,2,balanced,1820
2,p,23,t,3,balanced,1101
2,p,23,t,3,balanced,1101
2,p,23,t,3,balanced,1101
2,p,23,t,2,balanced,1922
2,p,23,t,2,balanced,1922
2,p,23,inv,3,balanced,1922
2,p,23,inv,2,balanced,3111
2,p,23,inv,2,balanced,1501
2,p,23,t,8,balanced,1820
2,p,16,del,2,unbalanced,8037
2,q,37,der,2,unbalanced,1202
2,p,16,del,2,unbalanced,1702
2,q,11,del,2,unbalanced,3111
2,q,11,del,3,unbalanced,1113
2,p,11,del,2,unbalanced,1702
2,p,11,del,2,unbalanced,8804
2,p,11,del,3,unbalanced,8710
2,p,11,del,2,unbalanced,8599
2,p,11,del,3,unbalanced,8310
2,p,11,del,3,unbalanced,6011
2,p,11,del,2,unbalanced,5105
2,p,11,del,4,unbalanced,5104
2,p,11,del,2,unbalanced,3111
2,p,11,del,2,unbalanced,3111
2,p,11,del,2,unbalanced,1822
2,p,11,del,6,unbalanced,1820
2,p,11,del,2,unbalanced,1810
2,p,11,del,2,unbalanced,1802
2,p,11,del,6,unbalanced,1702
2,p,11,del,6,unbalanced,1602
2,p,11,del,2,unbalanced,1501
2,p,11,del,2,unbalanced,1101
2,p,11,del,2,unbalanced,1020
2,q,11,add,2,unbalanced,8137
2,q,11,add,2,unbalanced,3903
2,q,11,del,2,unbalanced,3121
2,q,11,del,2,unbalanced,6011
2,q,11,del,2,unbalanced,8310
2,q,11,del,2,unbalanced,1101
2,p,12,t,7,balanced,1602
2,p,12,t,2,balanced,1822
2,p,12,t,3,balanced,1802
2,p,12,t,2,balanced,1113
2,p,12,t,2,balanced,1602
2,p,12,t,4,balanced,1822
2,p,12,t,3,balanced,1820
2,p,12,t,4,balanced,1810
2,p,11,idic,2,unbalanced,1802
2,q,11,dup,2,unbalanced,1602
2,p,11,dup,2,unbalanced,1820
2,q,11,add,2,unbalanced,3111
2,p,11,dup,2,unbalanced,1926
2,p,11,der,2,unbalanced,1702
2,p,11,der,4,unbalanced,1810
2,p,11,der,6,unbalanced,1802
2,q,11,der,2,unbalanced,3121
2,q,11,der,2,unbalanced,1113
2,q,11,der,2,unbalanced,1101
2,p,11,der,2,unbalanced,8710
2,p,11,der,2,unbalanced,1101
2,p,11,der,2,unbalanced,1810
2,p,11,der,2,unbalanced,3107
2,q,11,del,3,unbalanced,1818
2,q,11,dic,4,unbalanced,1802
2,p,12,t,7,balanced,1702
2,q,11,add,2,unbalanced,3111
2,q,11,add,3,unbalanced,1801
2,p,11,t,2,balanced,1602
2,p,11,t,2,balanced,1602
2,q,11,t,2,balanced,8740
2,q,11,t,2,balanced,1202
2,q,11,t,2,balanced,1602
2,p,11,t,3,balanced,1801
2,q,11,t,6,balanced,1203
2,p,11,t,3,balanced,1203
2,q,11,t,3,balanced,1602
2,p,11,t,10,balanced,1822
2,p,11,t,2,balanced,1820
2,p,11,t,8,balanced,1801
2,p,11,t,7,balanced,1702
2,p,11,t,2,balanced,1816
2,p,11,t,4,balanced,1802
2,p,11,t,5,balanced,1801
2,p,11,t,8,balanced,1816
2,p,11,t,2,balanced,1113
2,p,11,t,3,balanced,1820
2,p,11,t,4,balanced,1810
2,p,11,t,2,balanced,1801
2,q,11,inv,2,balanced,3111
2,p,11,inv,3,balanced,1602
2,q,11,t,2,balanced,8028
2,p,11,t,3,balanced,1602
2,p,11,t,14,balanced,1602
2,p,11,t,4,balanced,1802
2,q,11,add,3,unbalanced,1702
2,q,11,add,5,unbalanced,1101
2,p,11,add,2,unbalanced,8310
2,p,11,add,3,unbalanced,5104
2,p,11,add,2,unbalanced,3903
2,p,11,add,2,unbalanced,3121
2,p,11,add,2,unbalanced,3121
2,p,11,add,2,unbalanced,1926
2,p,11,add,2,unbalanced,1922
2,p,11,add,2,unbalanced,1822
2,p,11,add,12,unbalanced,1820
2,q,11,add,6,unbalanced,1820
2,p,11,add,3,unbalanced,1810
2,p,11,add,4,unbalanced,1702
2,p,11,add,10,unbalanced,1602
2,p,11,add,3,unbalanced,1113
2,p,11,add,5,unbalanced,1101
2,p,11,add,2,unbalanced,1020
2,p,11,t,2,balanced,1602
2,p,11,t,3,balanced,1820
2,p,11,t,9,balanced,1810
2,p,11,t,2,balanced,1802
2,p,11,t,2,balanced,1801
2,p,11,t,6,balanced,1602
2,p,11,add,3,unbalanced,1801
2,p,12,t,4,balanced,1801
2,p,12,t,6,balanced,1802
2,p,12,t,4,balanced,1804
2,q,13,del,2,unbalanced,1702
2,q,13,del,3,unbalanced,1818
2,q,13,del,3,unbalanced,1818
2,q,13,del,2,unbalanced,1101
2,p,13,del,2,unbalanced,1602
2,p,13,del,2,unbalanced,8541
2,p,13,del,2,unbalanced,3121
2,p,13,del,5,unbalanced,3111
2,p,13,del,2,unbalanced,1822
2,p,13,del,3,unbalanced,1820
2,p,13,del,3,unbalanced,1702
2,p,13,del,3,unbalanced,1602
2,p,13,del,2,unbalanced,1203
2,p,13,del,4,unbalanced,1103
2,p,13,del,4,unbalanced,1101
2,p,13,add,2,unbalanced,5104
2,p,13,add,2,unbalanced,3903
2,p,13,add,2,unbalanced,1908
2,p,13,add,8,unbalanced,1820
2,p,13,add,3,unbalanced,1810
2,p,13,add,2,unbalanced,1802
2,p,13,add,3,unbalanced,1702
2,p,13,add,5,unbalanced,1602
2,q,13,del,2,unbalanced,3111
2,q,13,del,3,unbalanced,1802
2,p,13,der,2,unbalanced,1113
2,p,13,der,2,unbalanced,1820
2,p,16,del,4,unbalanced,1602
2,p,16,t,7,balanced,1802
2,p,16,t,4,balanced,1101
2,p,15,der,2,unbalanced,1802
2,p,15,der,2,unbalanced,1802
2,p,15,del,2,unbalanced,1602
2,p,15,del,2,unbalanced,8541
2,p,15,t,2,balanced,1820
2,p,15,t,3,balanced,1101
2,p,14,dup,2,unbalanced,1926
2,p,14,der,2,unbalanced,1802
2,p,13,add,2,unbalanced,1202
2,q,14,del,2,unbalanced,3111
2,p,14,del,2,unbalanced,1509
2,p,14,add,2,unbalanced,1602
2,q,14,t,3,balanced,1802
2,q,14,t,2,balanced,1702
2,q,14,inv,2,balanced,3111
2,p,13,dup,2,unbalanced,1802
2,p,13,dup,2,unbalanced,1820
2,p,13,der,2,unbalanced,1203
2,p,13,der,2,unbalanced,1802
2,p,13,der,2,unbalanced,1202
2,p,13,der,2,unbalanced,1802
2,p,14,del,2,unbalanced,1820
2,p,13,add,2,unbalanced,1112
2,p,13,add,8,unbalanced,1101
2,p,13,t,2,balanced,8522
2,p,12,del,3,unbalanced,1822
2,p,12,del,4,unbalanced,1810
2,p,12,del,3,unbalanced,1802
2,p,12,del,3,unbalanced,1702
2,p,12,del,3,unbalanced,1602
2,p,12,del,2,unbalanced,1101
2,q,12,add,2,unbalanced,1702
